주택유형,점유형태,주택나이,이사계획,공공임대주택입주의향,월평균가구소득,생활비,총자산,총부채,최종학력,주거지원1,주거지원2
8,3,9,3,1,250,100,2000,0,3,2,1
2,2,2,3,1,320,170,8600,0,4,2,3
2,2,3,1,1,150,120,4000,0,4,3,2
2,3,9,2,1,180,80,1000,0,3,3,2
2,3,2,2,1,100,50,1500,0,3,8,7
2,3,3,1,1,120,120,350,0,3,1,2
2,3,7,3,1,117,70,600,0,3,2,6
2,3,8,2,1,200,80,1500,0,3,2,3
2,3,7,3,1,300,100,3600,0,4,3,2
2,3,7,2,1,80,80,1000,0,3,6,8
2,3,8,2,1,50,30,1550,0,1,2,6
2,7,8,2,1,120,100,2000,0,4,2,6
4,1,8,2,2,300,200,53000,0,4,2,3
4,2,8,2,2,85,80,19700,600,1,3,7
4,2,8,1,2,9999999,180,12000,5000,4,3,6
4,2,5,3,1,197,150,26000,0,2,2,3
4,2,7,2,1,200,70,8500,0,4,2,5
4,2,3,3,2,300,120,10400,2000,4,3,2
4,2,1,2,1,250,200,15000,12000,3,3,8
5,1,9,2,2,300,150,14000,0,4,3,4
5,2,5,1,1,300,130,13000,3000,4,2,3
6,2,3,3,1,170,150,7300,6800,4,2,3
6,3,9,2,1,280,120,3500,0,4,1,2
6,3,1,1,1,200,60,1400,0,4,2,3
6,3,3,3,1,200,130,5000,4000,4,5,7
7,1,8,2,2,400,300,100500,3000,4,8,7
7,3,9,1,1,124,200,3500,0,2,8,6
8,2,9,2,2,220,100,8400,0,4,2,3
8,2,9,3,1,250,100,7500,0,3,2,6
8,2,2,3,2,200,100,7000,0,4,2,3
8,3,1,2,1,300,130,1700,0,4,2,5
8,3,2,1,1,250,150,2500,0,4,3,2
8,3,9,2,1,220,100,2000,0,4,1,6
8,3,3,2,1,180,160,3700,0,4,6,7
8,3,9,2,2,220,150,2500,0,4,1,6
8,3,9,3,2,200,100,1200,0,4,2,1
8,3,9,2,1,70,20,500,0,3,1,7
4,2,4,2,2,400,200,29300,0,4,2,3
4,2,1,3,2,450,350,31500,15000,4,3,10
8,2,9,2,1,320,120,7500,0,4,2,6
8,3,1,2,1,300,100,2800,0,4,2,3
2,3,5,2,1,80,30,6000,0,3,1,6
2,3,8,2,1,130,80,1270,0,2,2,3
4,3,3,2,2,200,200,3000,0,3,2,3
5,3,3,3,1,200,100,8200,7740,4,2,6
6,4,5,3,1,310,170,700,0,4,5,6
8,3,9,3,2,200,200,500,0,3,1,2
1,3,9,3,2,350,230,6000,0,4,2,3
2,1,8,2,2,300,150,31500,0,2,4,8
2,2,9,3,1,200,100,5200,0,4,2,5
2,2,8,2,1,320,100,7500,0,4,3,7
2,3,3,2,1,150,120,5000,0,3,3,2
2,3,2,1,1,50,50,200,0,4,1,2
3,3,9,3,1,100,70,1300,0,3,2,7
4,1,8,2,2,75,75,13000,0,1,3,4
4,1,6,2,1,150,140,25000,0,4,4,8
4,1,8,1,2,250,120,23300,0,3,3,2
4,2,1,2,2,450,180,21600,0,4,3,2
4,2,9,1,1,300,200,6500,0,4,2,3
4,2,7,3,2,500,350,15000,5000,4,2,5
4,2,1,2,2,400,150,21700,0,4,2,3
4,2,1,2,2,300,160,26000,0,4,3,2
4,2,7,2,1,330,200,21500,0,4,2,3
4,3,2,2,1,190,80,3000,2700,4,8,6
4,3,7,2,1,90,90,470,0,2,1,6
5,1,9,2,2,450,200,13000,4000,4,3,4
5,1,8,2,1,42,50,10500,0,1,7,6
5,3,8,2,1,200,100,1300,0,4,1,2
6,2,3,2,1,250,180,7500,6800,4,3,5
6,3,5,2,1,80,80,600,0,3,2,1
6,3,1,1,2,100,100,210,0,3,1,2
6,3,1,1,2,250,70,6700,0,4,1,2
6,3,5,2,1,250,100,1800,0,4,2,3
6,4,1,3,1,180,100,300,0,4,6,3
6,4,1,3,1,140,100,300,0,4,1,5
8,2,2,1,1,200,70,6500,0,3,1,2
8,2,9,2,2,70,50,6000,0,3,1,2
8,2,9,2,1,400,150,12000,0,4,1,2
8,2,1,2,1,300,50,10500,7000,4,3,7
8,2,3,2,1,60,50,7000,0,3,2,3
8,2,9,3,2,230,100,6700,0,4,1,2
8,2,3,2,1,50,40,8000,8000,3,3,5
8,3,9,2,2,330,150,3500,0,4,2,1
8,3,9,2,1,300,120,7500,0,4,2,1
8,3,9,2,2,180,100,600,0,4,1,2
8,3,9,2,2,200,70,500,0,4,1,6
8,3,9,2,1,200,80,900,0,3,1,2
8,3,2,2,1,250,80,6500,0,4,2,6
8,3,9,2,1,300,100,2000,0,4,1,2
8,3,9,2,2,230,80,1200,0,4,2,1
8,3,2,1,1,250,150,1000,0,4,3,2
8,3,9,3,2,220,100,2700,0,4,1,2
8,3,9,3,2,70,30,500,0,3,2,1
8,3,2,2,1,300,100,1800,0,4,2,7
8,3,9,2,2,100,60,300,0,4,1,2
8,3,9,2,1,200,100,1500,0,4,6,1
8,3,9,2,2,300,100,2000,0,4,2,1
8,3,9,2,1,320,150,2000,0,4,6,1
8,3,1,2,1,270,100,1500,0,4,2,5
8,3,9,3,1,100,30,600,0,3,1,6
8,3,9,3,2,40,30,2000,0,3,2,1
2,2,3,1,1,0,35,2000,0,4,2,5
2,2,4,2,2,75,50,1000,0,2,2,4
2,2,3,1,1,180,150,6500,4800,3,3,2
2,3,3,2,1,200,150,1000,0,3,3,2
4,1,6,2,2,500,300,18500,11000,3,1,3
4,2,2,3,2,350,150,20000,8000,4,2,3
6,3,9,2,2,60,70,1000,0,3,1,2
2,2,3,1,2,90,30,500,0,3,1,2
2,2,5,3,1,380,280,7800,0,4,2,3
2,3,5,1,1,190,50,600,0,3,1,2
2,3,3,1,1,80,20,500,0,3,1,2
2,3,2,2,1,130,120,200,0,3,2,7
2,3,2,2,1,150,130,500,0,3,1,8
2,7,5,3,2,250,150,5000,0,3,3,5
4,1,6,2,1,300,150,32600,20600,4,6,7
4,1,2,2,2,300,300,80000,20000,4,2,3
4,2,8,1,2,530,250,29000,0,4,3,10
4,3,3,2,2,100,100,3000,0,4,2,3
6,1,6,2,1,93,100,30000,0,3,8,6
6,3,2,3,1,150,150,200,0,3,2,7
6,3,5,2,1,120,50,200,0,3,1,2
6,3,1,2,2,200,80,1320,0,4,1,2
6,3,3,1,2,230,100,1100,0,4,2,3
6,3,1,1,2,170,60,520,0,3,1,2
6,7,3,3,1,200,150,2500,2000,4,2,3
8,2,2,2,1,70,60,6000,0,3,6,2
8,2,2,2,1,0,60,8000,0,4,2,6
8,2,2,1,2,200,150,3000,0,4,2,3
8,2,3,1,1,50,40,7300,6600,3,3,2
8,2,2,2,1,300,150,14300,10000,3,3,2
8,3,1,2,2,300,70,8700,0,4,1,2
8,3,2,2,2,50,50,1000,0,3,2,3
8,3,2,1,1,200,90,500,0,3,1,2
8,3,1,1,2,200,70,2600,0,4,1,2
8,3,9,2,2,50,30,1000,0,3,2,1
8,3,3,1,1,50,40,3000,0,3,2,3
2,2,7,1,1,100,60,3000,0,1,2,6
4,1,8,1,1,88,50,24300,0,1,5,6
4,3,7,2,1,60,50,1020,0,1,1,2
2,1,8,2,2,146,80,31500,0,2,3,4
2,1,8,2,2,100,50,1700,0,2,4,10
4,1,7,2,2,95,150,22000,0,2,3,6
5,1,7,2,1,390,230,22800,0,3,4,7
1,1,7,2,1,548,300,11800,0,2,1,6
5,1,7,2,1,100,90,20700,0,3,4,10
4,1,5,2,2,200,200,40000,0,2,3,2
1,1,9,2,2,880,250,16500,0,1,3,2
5,1,7,2,2,70,70,21100,0,2,4,10
5,1,6,2,2,110,100,12000,0,1,3,4
4,1,8,2,2,268,180,13300,0,3,3,5
2,2,8,2,1,400,350,5000,0,1,2,3
7,1,8,2,2,320,200,72500,0,2,1,3
2,1,8,2,2,122,50,20500,0,2,4,8
4,1,7,2,2,230,190,78700,0,4,4,10
4,1,5,2,2,200,200,30000,0,1,2,3
2,1,8,2,2,150,100,26500,0,1,2,3
4,2,7,2,1,150,140,15000,0,3,2,6
1,3,8,2,1,59,100,2000,0,1,6,8
4,3,7,2,1,108,100,800,0,1,1,2
1,1,8,2,2,340,200,22600,0,2,1,2
2,3,9,2,1,170,80,2900,0,3,8,6
2,2,8,2,1,100,40,5500,0,2,4,7
2,2,7,2,1,149,60,2000,0,2,1,6
3,2,6,2,2,165,120,8000,0,2,2,3
4,7,7,1,1,180,150,0,0,2,2,3
4,2,8,2,2,148,120,12500,0,3,2,3
1,1,5,2,2,200,60,10500,0,2,4,8
2,1,8,2,1,330,300,17300,0,2,2,3
2,7,8,2,2,101,50,700,0,3,2,1
4,3,5,2,1,160,100,4530,0,1,2,3
2,2,7,1,1,30,80,5300,0,3,2,3
1,1,8,2,2,102,50,10500,0,2,4,8
2,1,8,2,2,250,100,16500,0,2,3,4
2,2,5,1,2,80,80,8000,0,1,3,6
4,1,5,2,2,250,230,14000,9000,1,4,3
5,3,8,2,1,88,40,2500,0,2,1,2
1,1,8,2,2,348,200,10000,0,2,3,4
4,7,7,2,2,320,260,34000,0,4,6,7
1,1,8,2,1,267,170,22300,0,1,3,2
4,1,8,1,2,150,100,23800,0,1,2,3
4,1,4,2,2,320,250,86600,0,4,3,4
4,1,6,2,2,295,250,25000,0,2,1,2
4,1,5,2,2,200,150,45000,0,2,3,2
3,3,5,2,1,120,100,2000,0,2,2,3
3,3,9,2,2,390,300,4000,0,3,2,3
4,2,6,2,1,100,90,27000,0,2,7,6
1,1,8,2,2,430,200,26000,0,1,1,2
1,1,8,2,1,730,200,16500,0,3,6,5
4,1,7,2,2,466,210,81500,0,4,4,8
1,1,8,2,2,390,150,29400,0,2,1,2
4,1,5,2,1,440,320,20000,0,3,4,5
5,1,7,2,1,100,100,20500,0,2,8,4
4,1,3,2,2,128,120,38000,0,1,2,3
3,1,8,2,2,400,300,23500,0,3,4,8
1,3,8,2,2,340,100,9200,0,2,3,2
5,1,5,2,2,300,250,8500,0,3,3,7
5,1,5,2,2,120,100,8400,0,1,3,6
4,1,7,2,2,330,150,20800,0,2,2,3
4,1,3,1,2,300,260,36500,0,3,3,4
4,1,4,2,1,440,400,50500,10000,5,8,5
2,3,8,2,1,420,200,4650,0,2,6,7
4,3,7,2,1,80,80,360,0,4,4,6
4,1,6,2,2,120,150,20300,0,3,3,4
4,1,6,2,1,1270,800,216000,44000,4,7,8
4,1,7,2,2,200,160,11500,0,2,3,4
4,1,3,2,2,410,230,54000,0,4,6,7
1,2,9,2,1,300,200,3200,0,2,6,7
4,1,5,2,2,300,260,24000,15000,3,2,3
4,3,7,2,1,122,130,6100,0,2,3,4
4,3,7,2,1,100,100,100,0,1,6,8
4,1,7,2,2,250,200,29000,0,4,2,4
4,1,8,1,1,328,200,32500,0,2,6,5
4,1,6,2,2,600,300,32800,0,3,3,4
4,3,7,2,1,70,65,400,0,2,8,5
4,1,5,2,2,270,250,60000,0,4,4,7
4,1,6,2,2,175,150,19800,0,3,3,4
4,1,7,2,2,524,400,24000,0,3,5,4
4,1,3,2,2,840,400,115000,48500,3,4,3
4,1,4,2,1,570,300,74000,11000,3,3,7
4,1,7,2,2,355,180,23700,0,2,3,2
7,2,7,2,2,380,140,7900,0,3,2,3
4,1,3,2,2,480,340,46300,5000,2,6,7
1,2,8,3,1,234,200,11000,1000,2,3,5
2,3,8,2,1,250,130,2100,0,2,2,5
8,1,2,2,2,300,150,28500,0,3,8,4
1,2,8,2,2,290,100,7100,0,2,3,2
2,3,9,2,1,259,150,2000,0,2,1,2
4,1,7,2,1,350,150,32600,0,4,3,4
4,3,7,2,1,80,80,210,0,4,6,4
4,1,6,2,2,238,150,23500,0,3,3,4
5,1,5,2,2,300,250,10500,0,2,3,4
6,1,6,2,1,500,400,19000,1600,4,8,5
4,1,3,2,2,130,100,45200,0,3,3,2
5,1,9,2,2,200,200,7000,0,2,2,3
4,1,7,2,2,150,250,33900,0,2,3,4
4,1,6,2,1,500,250,25100,0,3,3,4
5,1,5,2,2,110,100,9000,0,1,7,8
4,1,4,2,2,350,300,60000,0,4,2,3
4,1,3,2,2,325,300,38000,0,4,3,2
4,1,7,2,2,382,190,24900,0,2,5,2
7,1,8,2,2,300,150,57200,0,2,2,3
4,2,8,2,2,400,300,37000,5000,3,3,5
4,3,2,1,2,500,400,33000,0,3,3,5
4,1,7,2,2,360,150,15000,0,3,3,8
1,1,7,2,2,218,100,18200,0,3,3,4
2,1,6,2,1,200,180,4000,0,3,2,3
4,1,7,1,1,400,200,44600,0,3,3,7
4,3,5,2,1,310,120,5000,0,2,6,7
4,1,5,2,2,250,180,18500,4000,3,3,6
4,1,7,2,1,410,350,26000,2700,1,3,4
5,1,7,2,1,90,80,20700,0,3,4,10
2,1,7,2,1,505,200,21100,0,3,4,7
5,4,9,2,1,200,100,1000,0,3,2,7
5,1,5,2,2,300,280,13000,700,2,3,4
4,2,8,2,1,275,200,14000,8000,3,2,3
1,3,9,2,1,300,200,3500,100,2,5,6
5,1,8,2,1,350,300,10700,0,3,7,6
4,1,6,2,2,130,160,46250,1000,4,4,10
4,1,6,2,2,300,240,15800,0,3,2,3
1,3,9,1,2,400,280,3000,5000,3,1,2
4,1,7,2,2,150,120,32000,0,3,4,8
4,1,4,3,1,250,200,45200,14000,4,8,7
4,1,6,2,2,0,200,15000,0,3,4,10
4,1,6,2,1,110,110,32100,0,4,4,7
6,1,3,2,1,350,250,10000,6000,3,4,7
4,1,4,2,2,600,500,110000,0,4,2,3
2,2,7,1,2,350,160,4000,0,3,2,3
2,1,8,2,2,200,70,26300,5000,3,3,4
4,1,7,2,2,700,500,23000,0,3,7,6
4,1,7,2,1,300,90,14000,0,2,5,6
5,1,8,2,1,190,190,8700,0,3,3,4
2,1,8,2,2,300,150,13400,0,3,4,8
2,2,9,3,1,86,40,7300,0,2,1,2
3,3,3,2,1,220,100,400,0,2,2,3
1,7,8,2,2,200,100,0,0,3,1,4
4,1,6,2,2,400,300,27400,0,3,3,7
3,3,6,2,2,200,150,2500,0,3,2,3
1,2,8,1,2,350,200,4500,0,3,2,3
2,2,8,2,1,300,220,5100,0,2,6,7
4,1,5,2,1,260,220,20000,4000,3,5,3
4,1,1,2,2,250,150,29200,0,3,4,3
4,3,7,3,1,80,70,1700,0,3,6,5
1,4,8,3,2,100,70,500,0,1,1,2
4,1,7,2,1,800,300,20900,0,3,3,7
6,1,9,2,1,724,300,33000,0,4,5,3
4,1,5,2,1,380,300,36000,0,4,7,8
4,1,5,2,2,40,160,17000,0,2,6,3
4,2,6,1,2,520,250,29900,0,3,3,5
2,1,9,2,2,250,120,22200,0,3,4,8
2,3,9,2,1,150,150,4000,0,3,6,8
2,1,8,2,2,300,220,23200,0,3,2,3
6,1,6,2,1,500,300,24000,2000,2,8,7
2,3,4,2,1,300,250,2500,0,3,3,2
2,1,7,2,2,600,300,20200,0,3,3,4
5,1,8,2,2,350,220,12800,0,2,6,5
4,1,7,2,2,300,200,9600,0,2,6,5
5,1,8,2,1,300,300,9300,8000,3,3,6
6,1,5,2,2,55,200,18000,0,3,6,7
4,1,5,2,2,600,500,20000,0,4,3,8
4,1,5,2,2,190,140,17000,0,3,6,7
4,1,7,1,2,600,400,13000,0,3,4,8
1,3,9,2,1,252,150,100,0,2,8,6
7,3,9,2,2,400,180,5500,0,3,1,2
4,3,6,2,1,350,150,4000,0,3,2,3
2,3,7,2,1,250,150,1800,0,3,2,6
4,1,8,1,1,730,280,19200,0,3,6,5
1,2,8,1,1,180,60,1500,0,3,2,6
4,1,8,1,2,400,250,31100,0,3,2,3
4,3,8,1,1,9999999,250,14500,4500,3,3,5
2,2,5,3,2,500,200,25000,0,4,2,1
2,2,8,2,1,140,120,6000,0,3,2,3
4,1,6,2,2,300,250,20000,10000,3,2,3
4,3,1,2,1,300,150,16200,5000,3,6,5
3,3,9,1,1,50,50,16000,2000,3,8,5
4,1,6,2,2,350,350,59600,0,4,3,7
4,1,6,2,2,200,200,26200,0,4,3,4
4,1,6,2,2,500,200,32000,0,4,4,8
4,1,3,2,2,480,480,38000,3500,2,3,2
4,2,3,2,1,500,250,14200,10000,4,3,6
4,1,1,2,2,400,350,19800,10000,4,3,7
5,2,5,1,2,200,200,8000,0,4,2,3
2,2,8,2,1,550,150,10000,0,3,5,6
4,1,5,2,2,300,300,31300,20000,3,7,8
6,1,5,1,1,550,150,13500,0,3,6,5
5,1,5,2,2,900,500,13000,4000,4,3,5
4,1,2,1,1,300,100,22500,13000,3,8,7
4,1,6,2,2,300,300,25000,0,3,1,2
4,1,5,1,2,500,400,28500,0,4,3,8
4,1,6,2,2,300,300,18000,0,3,1,2
2,1,8,2,2,113,50,25000,0,2,4,3
4,1,6,2,2,420,310,45440,400,4,4,8
4,1,7,2,2,204,160,24700,0,2,3,6
4,1,4,1,2,700,700,110000,20000,4,2,3
2,2,9,2,1,300,200,6000,0,3,1,2
6,2,5,2,1,700,180,16000,0,3,3,6
4,1,6,2,2,505,300,20000,0,3,3,4
4,1,6,2,2,600,300,32800,0,3,3,4
5,1,5,2,2,500,400,10000,1500,3,3,7
4,1,5,2,2,500,500,40000,0,4,3,2
5,1,5,2,2,300,250,8000,0,3,6,7
2,2,9,3,1,230,180,9000,0,3,2,4
2,3,9,3,1,250,150,2000,0,3,2,3
5,1,5,2,2,600,500,12900,2000,4,3,4
4,2,6,2,1,350,300,38200,0,4,6,7
4,1,1,2,2,500,400,38000,10000,3,2,3
4,3,8,2,1,527,300,2000,1000,4,6,1
6,2,5,1,1,600,150,8000,0,3,3,6
4,2,1,2,2,1200,700,206500,119000,5,3,10
4,2,8,2,1,400,200,16000,0,4,3,2
1,3,8,2,1,150,100,2300,0,3,6,2
6,1,5,2,2,400,300,9000,4000,2,3,8
5,1,5,2,2,250,200,10000,0,4,3,8
2,7,9,2,2,300,200,2000,0,3,3,2
4,1,7,2,2,600,480,22000,0,3,5,7
2,3,9,2,2,210,130,5000,0,2,2,3
4,1,2,1,2,500,500,110000,0,3,2,3
4,1,2,2,2,600,500,110000,20000,3,2,3
4,2,4,2,2,400,400,35000,17000,3,2,3
4,3,8,1,1,250,200,1400,0,3,6,7
4,3,1,1,2,250,250,66000,8000,4,3,8
4,1,1,2,2,1000,500,235000,91200,5,2,10
6,2,5,1,1,500,150,17500,0,3,6,3
4,1,4,2,2,500,500,86300,0,4,3,7
2,1,6,1,1,200,120,10800,0,3,3,5
4,1,7,2,1,700,420,131500,34000,4,3,5
2,2,8,2,1,270,160,5900,0,3,6,7
4,1,4,2,2,380,350,60000,18000,3,2,3
4,1,7,2,2,380,200,22400,3000,3,6,7
4,3,8,2,1,200,200,2000,0,3,2,3
5,1,8,2,2,450,250,22000,2000,3,4,8
4,1,5,2,2,500,300,32000,0,4,6,5
4,1,1,2,2,750,470,375500,160000,4,3,10
4,1,8,1,2,700,600,6800,0,3,3,2
4,1,8,2,2,450,350,22500,0,4,3,7
1,1,9,2,2,424,400,29000,0,3,2,5
5,1,7,2,1,300,250,21700,5000,3,4,10
6,1,6,2,1,200,200,5500,0,3,6,7
4,1,5,2,2,280,260,14000,5000,3,3,4
2,3,7,2,2,150,150,100,0,3,2,1
4,1,7,2,1,350,330,25000,5500,3,3,2
4,1,4,2,2,400,300,18000,5000,3,3,2
2,1,8,1,2,400,300,9900,0,4,3,5
2,3,8,3,1,500,300,1000,0,3,1,2
2,7,7,1,1,400,250,4500,0,4,2,3
2,7,7,2,1,300,200,8000,0,3,2,3
4,1,7,1,2,300,300,19400,0,4,3,7
4,1,7,2,2,440,380,24500,0,4,2,3
5,1,4,3,2,450,280,23400,0,4,3,4
2,1,7,3,2,313,250,9500,0,3,4,8
1,1,5,2,2,350,200,10300,700,3,4,3
8,1,2,2,2,500,200,30000,0,4,4,3
5,1,7,2,1,400,370,14000,2000,3,6,2
2,1,5,2,2,270,200,6500,0,4,3,8
4,1,6,2,2,450,350,35200,12000,3,3,5
4,1,7,1,2,700,520,81000,0,3,3,7
4,1,5,2,2,500,400,29000,0,5,3,8
4,1,6,2,2,440,440,24000,12000,3,3,4
4,2,4,1,2,800,600,72500,0,4,3,8
2,2,9,3,1,700,300,12300,0,3,1,2
6,1,6,1,1,370,200,15000,0,4,6,4
2,3,8,2,1,250,230,2000,0,2,2,3
4,2,1,1,2,700,500,41500,0,4,3,10
4,2,7,2,1,300,300,15400,0,4,3,7
1,3,2,2,1,260,200,1400,0,3,2,3
2,1,7,2,1,600,450,90000,23000,3,4,6
4,1,8,1,2,400,300,25000,0,3,3,2
4,1,5,2,2,1000,600,128500,3000,5,3,8
6,2,9,2,1,500,300,14600,0,4,3,5
3,2,8,2,1,400,320,8200,5000,4,3,5
4,1,6,1,2,500,400,45500,32000,4,3,8
3,3,7,3,2,400,350,3000,4000,3,3,10
4,2,6,2,1,550,250,23800,0,4,6,7
2,1,2,2,2,300,200,15000,0,3,4,8
4,1,6,2,2,400,300,20000,0,4,3,4
4,2,7,1,1,500,350,11200,0,3,6,3
4,2,6,2,1,360,300,23600,0,4,3,8
3,3,6,2,1,350,250,5000,0,3,2,3
5,1,5,2,2,500,400,13000,7000,3,3,4
4,2,8,2,1,370,350,19000,5000,4,8,7
4,1,7,2,2,250,200,12500,2500,4,3,4
6,1,6,2,1,885,300,18000,0,3,5,8
5,2,6,2,1,500,350,16500,4000,3,1,2
4,2,6,1,2,450,180,24000,4000,4,3,4
4,1,5,2,2,300,280,14000,0,4,3,7
5,1,6,2,1,400,300,13000,0,3,6,7
5,1,5,1,1,100,60,15000,0,2,5,7
4,1,3,2,2,500,500,92000,0,4,7,8
4,1,4,2,2,500,350,60000,0,4,3,2
4,1,1,2,2,600,400,37500,0,3,2,3
4,1,5,2,2,440,350,18000,0,2,6,7
4,2,8,1,2,320,260,14000,0,3,2,3
4,1,7,2,1,280,80,9300,0,2,7,5
1,2,6,1,1,290,180,3500,3000,3,6,5
4,1,7,1,2,450,450,21000,4000,3,3,6
4,1,7,2,1,330,330,25000,20000,4,3,4
1,7,7,1,1,450,350,8800,0,4,3,5
4,2,5,2,1,380,280,25300,0,4,6,5
1,3,9,3,2,450,200,30800,0,4,2,3
4,2,1,2,2,550,300,43500,0,4,3,4
6,1,5,1,1,500,130,21000,0,4,6,5
4,1,4,2,1,500,500,60000,0,3,2,3
4,1,8,2,2,200,150,20000,0,2,8,7
4,1,7,1,2,350,300,11000,5000,4,2,3
4,1,7,2,1,250,250,22150,0,3,3,4
1,3,7,2,1,250,200,4000,0,3,1,2
2,2,5,2,1,400,240,6000,0,4,2,3
4,1,3,2,2,500,400,78000,23000,4,3,2
4,1,6,1,1,700,380,13700,0,4,5,3
5,1,6,1,2,315,250,11500,0,4,2,3
4,1,5,1,2,400,350,28500,10000,4,4,3
4,1,2,2,2,400,300,80000,30000,4,2,3
4,1,1,1,2,600,400,37500,20000,4,2,3
4,2,4,1,2,600,300,96500,0,4,3,7
5,1,5,2,2,250,220,9000,0,4,3,4
4,1,4,1,1,700,500,47500,3000,4,4,8
2,2,8,2,2,300,200,6500,0,4,2,3
4,1,7,2,1,400,370,25000,0,3,6,7
4,1,7,2,1,500,300,17700,2000,3,3,7
2,3,8,2,1,200,150,900,0,2,2,3
4,1,5,2,2,400,300,45000,20000,4,2,3
4,1,3,2,2,700,700,48500,41500,4,3,8
4,1,6,3,2,500,300,25000,0,5,3,2
4,1,7,2,1,190,100,16000,3000,4,3,7
4,1,5,2,2,600,600,33000,5000,4,7,8
4,1,6,2,2,380,300,20000,5000,4,3,8
4,1,6,2,2,500,400,27000,10000,4,2,3
4,2,8,2,1,800,300,18000,10000,4,8,7
4,1,6,2,2,510,400,58700,11000,4,3,7
8,1,2,2,2,260,120,28000,8000,3,3,4
2,3,8,1,2,300,150,2500,0,3,3,2
4,2,5,1,2,482,400,22000,0,4,3,10
4,3,5,2,1,250,160,4900,0,3,2,3
4,1,5,2,2,300,270,19700,7000,4,3,7
2,7,7,2,1,300,250,0,0,3,2,3
4,2,4,1,2,300,150,14000,0,4,3,2
4,1,3,2,2,380,320,40500,4000,4,6,7
4,1,1,2,2,585,450,69000,15000,4,3,10
4,3,8,2,2,450,350,10500,0,4,2,3
4,1,4,2,2,2100,500,209200,13000,4,3,7
4,2,5,1,1,380,200,28000,0,4,6,5
4,1,6,2,2,220,220,24000,6000,4,3,4
4,1,5,2,2,320,200,26200,0,4,3,2
4,1,6,2,2,250,200,15500,7000,3,4,6
4,1,5,2,2,300,260,23000,0,4,3,6
4,1,1,2,2,1075,650,73000,9000,4,3,10
4,2,7,2,2,500,500,15200,2000,4,3,7
4,1,5,2,2,200,180,20000,15000,3,3,6
4,2,4,2,2,400,180,39300,7000,4,2,3
4,2,4,1,2,1000,400,70500,0,4,3,4
1,3,8,1,1,500,300,5500,20000,3,1,2
4,1,7,2,2,540,400,24000,0,4,2,3
4,1,7,2,2,350,320,25000,0,3,2,5
4,1,6,1,2,290,180,30500,5000,4,3,7
4,1,4,2,2,400,350,72900,5000,4,3,7
4,3,6,2,1,310,280,8650,8500,4,1,5
6,2,6,1,2,365,200,12800,0,4,2,3
4,3,5,2,1,230,160,5370,0,3,1,2
6,1,4,2,2,360,400,18600,2500,3,6,7
2,1,5,2,2,300,200,9500,0,4,4,10
3,2,8,1,2,250,140,8600,0,4,1,2
3,3,2,1,1,500,500,3800,1000,3,6,8
4,1,3,2,2,420,300,38000,0,4,3,2
6,3,9,1,2,400,300,6000,1000,4,3,8
4,2,7,1,1,310,210,12450,0,4,6,7
4,2,4,2,2,510,400,44200,7000,5,3,7
4,2,5,2,1,380,300,19400,0,4,3,5
6,1,2,1,1,380,200,19000,18000,4,2,3
4,1,6,2,1,700,400,19000,10000,4,3,7
4,2,7,3,1,350,300,13000,4000,4,2,5
4,3,8,1,2,500,300,7000,0,4,3,6
4,2,2,1,2,320,200,22000,8000,4,3,2
2,3,9,2,1,310,200,2700,0,4,2,3
4,1,7,1,2,500,400,22000,6000,4,2,3
2,2,5,2,2,300,200,7000,0,4,3,2
2,2,9,2,2,360,260,12500,0,4,2,3
4,1,1,2,2,300,260,19800,10000,4,3,5
4,2,1,2,1,270,250,15000,5000,4,2,3
4,2,7,2,1,432,320,48900,30600,4,3,5
4,3,1,2,2,228,150,14000,0,3,3,7
4,2,6,1,1,420,300,3200,0,3,2,3
5,1,5,2,2,500,400,13000,8000,3,4,3
4,1,5,2,2,360,230,25500,5000,4,1,2
4,7,8,1,1,320,100,3000,0,4,3,2
4,2,8,1,2,370,200,13200,4506,4,2,3
4,2,6,2,1,470,320,22400,500,4,3,7
4,2,1,2,2,400,250,38000,14000,4,2,3
4,2,3,1,2,410,280,32300,12000,4,6,7
4,1,6,2,1,250,250,19600,8000,3,3,4
4,2,2,1,2,700,300,50000,0,4,2,3
4,2,8,1,2,420,300,24000,0,4,3,10
5,2,3,1,2,300,120,10000,0,4,2,3
4,3,1,2,1,300,160,15500,8000,3,3,2
4,3,1,2,1,500,200,15200,10000,4,3,5
4,2,8,1,1,600,200,15000,700,3,3,7
4,2,1,3,2,582,350,34600,24000,4,2,3
8,3,3,3,1,250,200,1000,0,4,3,7
4,2,7,1,1,260,230,19000,13500,4,8,7
4,2,3,2,2,399,200,30000,6000,4,6,7
4,2,2,3,2,520,300,43000,19000,4,3,2
6,3,3,3,2,400,250,3300,500,3,2,3
2,1,6,1,2,400,80,7500,0,4,3,4
3,2,3,2,1,260,190,5800,0,4,7,5
4,1,1,3,2,300,200,28500,6000,4,2,1
4,1,1,2,2,260,240,19800,13000,3,3,5
4,2,1,2,2,500,200,21300,0,4,7,3
4,2,6,2,1,290,250,23200,7300,4,3,6
6,3,9,3,1,240,120,1500,300,3,1,2
2,3,9,2,1,200,200,200,0,3,2,3
2,3,6,2,1,350,300,500,0,4,2,5
4,1,1,2,2,250,200,19000,19000,3,3,8
4,2,3,1,1,800,200,50500,9500,4,3,8
