수도권여부,연도,주택유형,점유형태,보유주택,주택나이,주택면적,만족도,이사계획,내집보유에대한생각,공공임대주택입주의향,가구주출생연도,총가구원수,월평균가구소득,생활비,주거관리비부담정도,총자산,총부채,최종학력,최종가중치,주거지원프로그램1,주거지원프로그램2
2,2017,2,3,2,9,90.1,3,2,2,2,1955,1,180,100,3,3000,0,3,535.1069302,1,8
2,2018,2,3,2,9,23.1,3,1,2,2,1969,1,300,200,2,9000,0,4,800.9112138,2,1
2,2007,1,1,2,5,59.4,3,2,1,2,1940,1,80,80,1,15500,0,2,227.8447983,3,4
2,2007,2,7,2,4,23.1,3,2,1,2,1987,1,0,70,4,0,0,3,1596.963153,2,3
2,2007,6,1,2,5,41.6,2,2,1,1,1955,2,200,100,2,10000,0,2,620.9608478,6,5
2,2010,4,3,2,6,26.7,4,2,2,1,1946,1,54,54,2,700,0,4,242.7670502,1,2
2,2013,5,2,2,8,75.9,3,3,1,1,1973,3,250,150,2,4900,0,3,102.3721116,5,7
2,2016,2,3,2,7,49.5,3,2,2,2,1928,1,57,57,1,300,0,1,305.716586,1,2
2,2016,2,3,2,9,66,3,2,1,1,1978,3,280,200,2,6000,3000,4,737.9984792,8,6
2,2018,4,2,2,1,49.5,2,2,1,1,1987,1,250,200,3,15000,7000,4,668.7904476,3,6
2,2018,4,2,2,6,59.4,3,2,2,1,1977,2,350,200,2,25400,0,3,410.514439,3,5
2,2018,4,2,2,3,33,3,1,1,1,1988,1,250,200,2,6500,2000,4,668.7904476,5,7
2,2019,6,2,2,6,59.4,3,2,1,1,1970,1,150,60,2,2000,0,3,511.8280025,2,6
2,2019,6,3,2,9,26.4,3,3,2,2,1977,1,230,200,3,10500,0,4,878.1160521,2,1
2,2020,1,3,2,8,82.5,2,2,1,1,1974,3,150,150,2,3000,0,4,416.1570623,8,6
2,2020,4,2,2,8,56.1,3,2,1,1,1971,3,150,120,2,7000,7000,3,341.58464,6,5
2,2008,2,1,2,5,75.9,2,2,1,1,1946,1,130,150,2,14000,0,1,404.0520512,4,3
2,2008,2,4,2,9,62.7,2,2,1,1,1947,1,70,65,1,300,0,1,221.9952251,1,4
2,2010,4,1,2,8,52.8,3,1,1,1,1966,1,150,110,1,11030,0,1,840.5691162,4,3
2,2016,8,3,2,2,23.1,3,3,1,1,1984,1,200,130,3,2000,0,4,434.026922,2,3
2,2017,2,3,2,8,26.4,2,2,1,1,1935,1,60,60,1,1200,0,1,305.716586,2,3
2,2017,5,1,2,9,56.1,3,2,1,2,1967,2,500,200,2,13200,1500,3,202.4837414,3,4
2,2018,4,3,2,1,46.2,4,2,1,1,1981,3,500,200,3,17000,2200,4,485.7186339,3,8
2,2018,8,3,2,9,49.5,3,3,1,1,1942,1,70,30,1,500,0,1,102.1827863,1,6
2,2020,2,3,2,9,66,3,2,1,1,1964,2,115,115,2,5000,0,3,716.3199382,6,8
2,2020,4,1,2,5,108.9,3,2,1,2,1970,3,200,150,3,28500,0,4,696.0737503,4,8
2,2020,6,3,2,2,26.4,3,2,2,1,1959,1,200,8,2,2300,0,2,474.5274732,6,7
2,2009,4,3,2,6,18.2,3,2,2,1,1978,1,59,59,2,200,0,4,707.6921528,1,2
2,2009,8,3,2,9,49.5,3,2,1,1,1977,1,350,150,2,5000,0,4,297.8738506,6,1
2,2011,5,1,2,6,56.1,3,2,1,2,1960,1,180,70,2,10500,1000,3,136.1338736,3,4
2,2013,2,2,2,5,16.5,3,1,1,1,1986,1,250,170,3,3500,0,4,935.7865781,2,5
2,2018,2,3,2,3,16.5,2,1,1,1,1991,1,200,180,3,500,0,4,1298.547766,7,3
2,2018,4,1,2,7,82.5,3,2,1,1,1980,3,350,250,2,27200,3000,4,774.5411959,3,7
2,2019,4,2,2,2,85.8,4,1,1,1,1979,1,350,200,2,17800,6000,4,458.9926932,3,2
2,2020,4,2,2,3,33,3,1,1,1,1991,1,300,200,3,7000,0,4,668.7904476,2,3
2,2010,1,3,2,9,59.4,3,2,1,1,1963,2,350,200,2,5800,0,3,403.9325413,2,6
2,2010,1,3,2,7,19.8,2,1,2,1,1959,1,100,60,2,400,0,3,271.5719354,1,7
2,2010,2,1,2,9,115.5,3,2,1,1,1955,1,130,70,2,14000,0,2,578.6403498,8,3
2,2010,2,2,2,7,39.6,3,2,1,1,1947,1,130,50,1,5500,0,2,198.280677,2,3
2,2010,2,3,2,5,33,2,3,1,1,1962,2,105,70,2,200,0,3,716.3199382,1,2
2,2010,2,3,2,9,33,2,2,1,1,1940,1,55,30,2,1000,0,1,277.9241691,1,2
2,2010,4,1,2,6,59.4,3,1,1,2,1979,3,330,300,3,20000,0,4,774.5411959,3,2
2,2010,4,1,2,6,59.4,2,3,2,2,1966,2,200,180,2,14100,8000,3,751.7892207,2,4
2,2010,4,1,2,6,56.1,3,2,1,2,1948,1,210,100,2,13550,0,1,320.8544419,1,2
2,2010,4,2,2,8,56.1,3,1,1,2,1980,1,330,150,3,10000,0,4,458.9926932,3,5
2,2010,4,2,2,8,56.1,3,3,1,1,1942,1,35,50,2,11000,0,1,157.4530701,8,6
2,2010,4,3,2,7,39.6,3,2,1,1,1943,1,50,30,1,1030,0,1,242.7670502,1,2
2,2010,4,3,2,7,39.6,3,2,1,2,1943,1,45,43,2,450,0,1,242.7670502,6,8
2,2010,4,7,2,7,82.5,3,2,2,1,1950,1,60,60,2,0,0,1,298.5566217,3,2
2,2010,5,1,2,6,59.4,3,2,2,1,1976,2,170,170,2,11000,0,4,225.3094578,6,3
2,2010,5,1,2,6,82.5,3,2,2,2,1972,3,340,260,3,14000,5000,4,173.8430521,4,5
2,2010,5,2,2,6,49.5,3,1,1,1,1960,1,250,180,2,8000,0,3,55.67087324,6,7
2,2010,6,1,2,5,59.4,2,1,1,1,1974,1,280,130,3,12000,0,4,1160.567036,6,5
2,2011,4,1,2,7,82.5,3,2,1,2,1973,3,200,150,2,29000,6000,3,774.5411959,3,4
2,2012,1,3,2,9,52.8,3,3,2,2,1982,2,340,260,2,10000,0,4,654.9111685,2,3
2,2012,2,3,2,9,65.3,2,2,2,1,1964,1,220,80,2,4000,0,3,889.9013487,1,8
2,2013,1,1,2,7,82.5,3,2,1,2,1982,4,400,200,2,18000,0,4,528.8297642,3,4
2,2013,2,2,2,3,23.1,3,2,1,1,1959,1,190,160,3,6000,0,2,312.3521337,2,6
2,2013,4,1,2,8,66,3,2,1,2,1978,3,350,200,2,20900,3000,4,774.5411959,3,7
2,2013,6,1,2,9,79.2,3,2,1,2,1949,2,330,260,3,19700,1000,4,356.0723554,4,3
2,2014,2,3,2,8,49.5,2,2,1,1,1956,2,220,160,1,800,0,2,430.7306239,6,5
2,2015,2,2,2,8,59.4,3,2,1,2,1980,2,350,200,2,7550,0,4,516.9609003,2,3
2,2015,2,3,2,8,36.3,3,2,1,2,1944,1,30,20,2,210,0,1,305.716586,2,3
2,2015,8,3,2,9,29.7,3,2,1,2,1983,1,280,100,2,4700,0,4,434.026922,1,6
2,2016,4,3,2,7,82.5,3,2,2,1,1954,3,300,250,1,6500,2500,4,316.6909495,3,2
2,2017,4,1,2,7,92.4,3,1,1,1,1971,2,280,200,3,15000,2000,4,751.7892207,3,4
2,2017,4,1,2,8,52.8,3,2,1,2,1976,1,200,150,2,11050,0,2,935.3253276,3,8
2,2017,5,1,2,8,56.1,2,2,1,1,1980,2,200,150,3,9000,0,3,225.3094578,6,7
2,2017,5,3,2,5,59.4,3,2,1,1,1974,1,300,100,3,4000,0,4,190.6068229,2,7
2,2018,2,2,2,8,39.6,2,2,1,1,1944,1,60,60,2,4500,0,1,180.2551609,5,6
2,2018,4,1,2,6,59.4,2,1,1,2,1978,3,200,150,1,16400,9000,4,774.5411959,3,4
2,2018,4,1,2,1,75.9,3,2,1,2,1953,2,350,300,1,30000,20000,2,452.0586722,3,2
2,2018,8,2,2,2,39.6,3,1,1,1,1967,2,250,200,2,5000,0,3,155.2841651,2,3
2,2019,4,1,2,3,82.5,3,2,1,2,1935,1,130,130,2,35000,0,1,320.8544419,2,3
2,2019,4,2,2,9,82.5,3,1,2,2,1967,2,0,100,2,20000,10000,3,368.9259223,8,6
2,2019,4,2,2,4,138.6,3,2,1,2,1959,2,300,300,2,33000,0,4,221.8389915,2,3
2,2019,4,2,2,7,108.9,3,2,1,2,1960,2,300,130,3,17300,0,3,221.8389915,2,3
2,2019,4,2,2,6,79.2,3,1,1,1,1981,1,250,80,2,10500,4000,4,458.9926932,3,2
2,2019,4,3,2,8,49.5,3,2,1,2,1957,2,110,80,2,1000,0,3,342.0396791,3,2
2,2019,6,2,2,2,66,3,3,1,1,1979,2,500,100,2,18500,13000,4,509.3730616,3,2
2,2019,8,2,2,2,23.1,3,1,1,1,1988,1,50,70,2,7000,0,4,281.4997808,6,3
2,2019,8,3,2,9,16.5,3,2,2,1,1983,1,320,180,3,4800,0,4,434.026922,1,2
2,2020,4,1,2,6,82.5,4,2,1,1,1940,1,0,150,2,75000,0,2,320.8544419,3,4
2,2020,4,1,2,1,85.8,3,3,1,2,1979,4,520,350,2,76000,20000,4,562.2030848,3,10
2,2020,4,2,2,3,82.5,3,2,1,1,1978,1,300,200,3,25000,20000,4,458.9926932,3,2
2,2020,4,2,2,8,75.9,3,1,1,2,1944,2,350,120,3,6000,0,1,140.8230669,2,3
2,2020,4,3,2,6,72.6,4,2,2,2,1969,4,500,500,2,16800,0,4,382.2835797,2,3
2,2020,8,2,2,1,26.4,4,2,2,1,1987,1,260,100,2,10500,7000,4,281.4997808,2,6
2,2020,8,3,2,2,26.4,3,3,2,1,1987,1,300,120,2,5000,0,4,333.8668631,2,3
2,2020,8,3,2,2,26.4,3,1,1,1,1974,1,300,110,2,2800,0,4,229.1337312,2,5
2,2020,8,3,2,3,49.5,3,2,1,2,1984,1,140,100,2,500,0,3,480.4835748,2,3
2,2011,1,1,2,4,171.6,4,2,1,2,1941,1,80,80,2,25000,0,1,227.8447983,2,3
2,2011,2,4,2,7,16.5,3,2,2,1,1961,1,60,60,2,0,0,1,349.709731,8,6
2,2011,4,1,2,7,49.5,4,2,1,2,1964,2,300,250,3,15100,0,3,751.7892207,3,4
2,2011,6,1,2,9,66,3,2,1,2,1930,1,70,70,3,9500,0,1,398.1214638,4,5
2,2015,4,1,2,5,105.6,3,2,1,2,1974,4,170,150,2,23000,9000,3,562.2030848,3,6
2,2016,6,3,2,3,42.9,3,3,1,1,1990,3,0,150,2,1000,0,3,1059.541649,1,2
2,2017,2,3,2,8,26.4,3,2,1,2,1947,1,30,20,1,250,0,1,305.716586,1,2
2,2018,4,3,2,1,46.2,4,2,1,2,1969,1,200,130,3,13500,8000,3,527.1250709,3,7
2,2019,4,2,2,1,89.1,3,2,1,2,1971,2,605,450,3,34000,0,4,305.7720111,3,10
2,2019,4,2,2,3,33,3,2,1,1,1992,1,270,150,2,7500,7500,4,734.6119002,3,2
2,2019,8,2,2,9,42.9,3,2,1,2,1990,1,330,100,2,9100,0,3,312.7775342,2,6
2,2012,3,2,2,6,52.8,4,3,1,2,1961,2,300,200,3,9700,0,3,279.3618784,3,2
2,2012,4,1,2,8,79.2,4,2,1,1,1930,1,55,55,2,23000,0,1,320.8544419,4,3
2,2012,4,2,2,8,42.9,2,2,1,1,1952,1,30,15,2,3500,0,2,248.0362845,6,2
2,2016,3,2,2,7,52.8,2,2,1,1,1976,3,320,280,2,11000,3200,4,478.6486727,3,6
2,2016,3,3,2,9,33,3,3,1,1,1952,1,100,50,2,2800,0,2,437.8147611,1,2
2,2017,1,3,2,9,39.6,3,2,1,2,1948,1,70,70,2,3000,0,2,172.3934668,1,2
2,2018,3,3,2,9,42.9,3,2,1,1,1953,1,110,50,2,3200,0,2,437.8147611,1,2
2,2018,4,1,2,1,49.5,3,2,1,2,1948,3,120,100,2,19800,0,1,265.6989775,3,5
2,2018,4,3,2,8,89.1,2,1,1,2,1980,4,400,300,2,11000,0,4,425.3778869,3,7
2,2018,5,2,2,9,42.9,3,2,1,1,1943,1,80,40,2,5000,0,2,42.40774656,6,2
2,2019,3,3,2,6,33,2,2,1,1,1960,2,360,180,2,2200,0,3,430.7306239,7,6
2,2019,4,2,2,7,75.9,3,2,1,2,1978,5,400,300,3,5000,0,4,275.8902175,3,2
2,2019,4,2,2,8,56.1,3,2,1,2,1975,2,350,200,3,11500,0,3,410.514439,8,7
2,2020,6,2,2,2,66,3,2,1,1,1956,3,350,200,2,19500,0,2,254.8617028,3,6
2,2013,2,2,2,8,79.2,3,2,1,1,1938,1,25,150,2,4000,0,1,198.280677,1,3
2,2013,4,1,2,7,72.6,3,2,1,2,1971,2,424,350,3,26500,8000,3,751.7892207,3,7
2,2013,4,1,2,7,82.5,3,2,1,1,1961,2,280,200,2,21800,0,3,452.0586722,2,3
2,2013,4,2,2,3,33,3,2,1,1,1980,1,320,250,2,6500,3000,4,458.9926932,8,5
2,2013,4,3,2,7,39.6,3,2,1,1,1943,1,52,50,1,1430,0,1,242.7670502,1,2
2,2018,2,3,2,9,49.5,3,2,2,1,1949,2,125,120,2,6000,0,1,273.4271692,6,8
2,2018,8,3,2,2,16.5,3,2,1,1,1993,1,220,100,2,800,0,4,366.7255888,1,2
2,2019,3,3,2,9,33,2,2,1,1,1960,1,170,150,2,800,0,2,437.8147611,2,5
2,2019,4,3,2,7,33.7,3,2,2,1,1959,2,40,25,2,680,0,1,342.0396791,1,2
2,2019,6,3,2,3,39.6,3,2,1,1,1986,1,250,200,3,6000,0,3,1279.487966,2,3
2,2019,6,4,2,6,26.4,3,3,1,1,1990,1,200,180,3,1200,1000,3,929.0965293,1,2
2,2020,1,2,2,6,66,4,3,1,2,1985,1,500,300,2,9000,3000,4,474.9207266,3,2
2,2020,4,2,2,6,82.5,3,1,1,2,1975,3,350,150,2,30000,0,4,380.0910112,3,4
2,2020,4,2,2,6,82.5,4,1,1,2,1974,2,1000,500,4,33000,0,4,410.514439,2,3
2,2020,8,2,2,3,49.5,3,2,1,1,1993,1,150,100,2,5000,0,4,342.3007384,2,3
2,2014,2,3,2,9,23.1,2,2,1,2,1941,2,80,80,2,1000,0,3,273.4271692,2,3
2,2014,2,3,2,8,92.4,3,2,1,1,1979,1,300,100,2,7500,0,3,891.196844,2,3
2,2014,3,3,2,9,82.5,3,2,1,1,1988,1,200,150,3,7200,0,4,1298.547766,7,8
2,2014,4,1,2,3,82.5,3,2,1,2,1976,1,400,230,1,43800,6000,4,850.2957524,2,3
2,2018,4,2,2,4,66,3,3,1,2,1985,1,300,150,3,8000,0,4,604.1269144,3,2
2,2018,8,2,2,2,23.1,3,1,1,1,1992,1,250,100,3,6500,0,4,309.204609,6,2
2,2019,4,1,2,7,72.6,3,2,1,1,1946,2,340,170,2,19900,0,2,286.966183,2,5
2,2019,4,3,2,3,33,3,2,1,1,1996,1,200,200,2,500,0,4,1132.652186,3,2
2,2020,2,2,2,7,49.5,3,1,1,1,1995,1,70,50,2,4500,0,3,925.0968863,2,3
2,2015,1,2,2,8,49.5,2,2,1,1,1938,1,40,40,1,3000,0,1,111.8103985,3,10
2,2015,1,3,2,9,54.5,2,2,2,1,1955,1,200,80,3,5000,0,3,301.7465948,1,8
2,2015,2,1,2,8,75.9,3,2,1,2,1945,1,50,40,2,20000,0,2,404.0520512,4,3
2,2015,4,1,2,8,52.8,3,1,1,2,1981,3,510,300,2,12000,3000,3,774.5411959,3,2
2,2015,4,3,2,7,33,3,2,2,1,1970,2,80,80,2,286,0,1,632.0264741,6,4
2,2015,4,3,2,8,56.1,3,2,1,1,1973,1,250,200,2,2000,0,3,707.6921528,3,2
2,2015,6,3,2,3,49.5,4,3,1,2,1989,1,300,200,3,12000,1500,4,1279.487966,3,2
2,2017,4,1,2,2,50.5,3,1,1,1,1979,4,790,300,3,23500,16000,4,468.5025707,7,8
2,2017,6,2,2,9,42.9,3,2,1,1,1960,1,150,100,2,5800,0,3,279.7886342,1,2
2,2017,8,2,2,2,19.8,3,2,1,1,1992,1,250,160,3,8000,4900,4,309.204609,3,2
2,2018,4,2,2,3,108.9,4,2,1,2,1956,1,224,150,3,26500,10000,3,248.0362845,2,5
2,2018,4,2,2,1,85.8,3,2,1,2,1988,2,400,200,2,27000,10000,4,598.1536078,3,2
2,2018,6,3,2,9,23.1,3,1,1,1,1989,1,9999999,200,3,3500,0,4,1279.487966,2,3
2,2018,8,2,2,3,49.5,3,2,1,1,1993,1,210,100,2,8000,6400,4,342.3007384,2,6
2,2018,8,3,2,2,26.4,3,1,2,1,1984,1,300,120,2,4500,0,4,333.8668631,2,1
2,2019,1,3,2,8,19.8,2,2,2,1,1949,1,50,30,2,460,0,1,172.3934668,6,5
2,2019,6,2,2,9,59.4,3,1,1,2,1964,1,270,160,3,10500,0,3,511.8280025,3,6
2,2019,8,2,2,9,42.9,4,3,1,2,1941,1,60,30,2,7000,0,1,73.63709097,1,2
2,2019,8,3,2,2,39.6,3,2,1,2,1988,1,270,100,2,1000,0,4,434.026922,3,2
2,2019,8,3,2,9,19.8,3,2,2,2,1994,1,100,100,2,1000,0,3,476.7432655,2,1
2,2020,2,2,2,3,23.1,2,1,1,1,1976,1,250,220,2,5000,0,3,578.0095738,3,5
2,2020,2,3,2,5,16.5,3,1,1,1,1955,1,55,17,2,500,0,2,535.1069302,1,6
2,2020,2,3,2,5,66,4,3,1,1,1971,1,180,50,2,3300,0,3,800.9112138,2,3
2,2020,8,3,2,2,16.5,3,1,1,2,1994,1,230,100,2,800,0,4,366.7255888,2,1
2,2020,8,3,2,9,19.8,3,2,2,2,1996,1,240,100,2,2400,0,4,476.7432655,2,1
2,2016,2,3,2,8,49.5,2,2,1,1,1950,1,130,50,2,630,0,2,305.716586,2,3
2,2016,3,1,2,7,59.4,3,2,1,2,1981,1,130,70,1,15550,0,1,1177.855338,6,7
2,2016,4,1,2,6,59.4,3,1,1,2,1968,2,225,170,1,19600,0,3,751.7892207,3,4
2,2016,4,1,2,6,82.5,3,2,1,2,1935,1,110,120,1,44620,0,1,320.8544419,4,10
2,2016,4,1,2,7,72.6,3,2,1,1,1947,1,130,60,2,16500,0,1,320.8544419,3,2
2,2016,4,3,2,8,56.1,3,2,1,1,1970,1,300,250,2,7000,0,3,635.9970695,3,6
2,2016,4,3,2,7,40.3,3,2,2,2,1987,1,52,52,2,500,0,2,1031.166201,1,2
2,2016,5,1,2,5,59.4,2,2,1,2,1964,2,300,250,2,11000,0,3,202.4837414,3,4
2,2016,5,2,2,3,42.9,3,2,1,1,1997,1,180,80,2,6500,0,4,197.8572743,2,7
2,2016,6,1,2,8,59.4,3,2,1,2,1958,1,0,30,2,15000,3000,3,627.1619129,8,7
2,2016,6,1,2,3,62.7,4,3,1,2,1984,3,420,250,3,20000,1000,4,1400.349199,3,7
2,2016,6,1,1,6,49.2,2,2,1,1,1960,2,200,100,1,17200,4000,3,560.9218287,6,7
2,2016,6,3,2,5,19.8,2,2,1,1,1966,1,200,100,1,800,0,3,789.1556147,2,5
2,2016,8,2,2,2,23.1,3,1,1,2,1985,1,50,60,2,6000,0,3,281.4997808,2,3
2,2016,8,3,2,9,49.5,3,2,1,1,1995,1,220,100,2,500,0,3,476.7432655,6,1
2,2018,2,3,2,9,23.1,3,2,2,1,1991,1,250,170,2,2300,0,4,1298.547766,1,2
2,2019,4,2,2,1,46.2,4,2,1,1,1992,1,330,130,3,19000,8000,4,608.8587016,5,6
2,2019,4,2,2,3,33,3,2,2,2,1985,1,300,250,3,6500,5200,4,668.7904476,2,3
2,2019,4,2,2,1,89.1,3,2,1,2,1984,4,615,500,3,31000,21000,4,333.1801726,2,3
2,2019,8,3,2,9,49.5,3,3,1,1,1961,1,200,100,2,2000,0,3,160.9688438,2,1
2,2020,2,3,2,5,42.9,2,1,1,1,1992,2,93,80,2,500,0,3,1275.699814,3,7
2,2020,2,3,2,8,19.8,3,2,1,2,1962,2,120,70,1,350,0,2,716.3199382,1,2
2,2020,4,7,2,1,49.5,4,2,1,1,1965,2,200,100,2,2300,0,3,637.7727941,1,2
2,2017,2,2,2,7,49.5,3,2,1,1,1931,1,60,60,3,3500,0,1,198.280677,6,2
2,2017,2,2,2,3,23.1,2,1,1,1,1974,1,180,150,3,4000,0,4,578.0095738,2,3
2,2017,2,3,2,6,29.7,3,1,1,1,1987,1,250,180,2,4600,0,4,1298.547766,3,2
2,2017,2,3,2,6,85.8,3,2,1,1,1958,1,200,100,1,2800,0,1,481.5962372,2,3
2,2017,3,2,2,8,46.2,3,1,1,1,1962,1,180,50,3,100,0,3,519.4524111,7,2
2,2017,4,1,2,8,56.1,3,2,1,1,1991,1,200,200,2,50000,0,4,1362.846629,2,3
2,2017,4,1,2,2,72.6,3,2,2,2,1977,1,500,250,3,23000,10000,4,935.3253276,3,8
2,2017,4,1,2,8,85.8,3,3,1,2,1982,2,800,400,3,74300,25000,5,1218.904413,3,10
2,2017,4,1,2,6,59.4,2,2,1,2,1973,2,275,200,2,15300,8000,3,836.5373955,2,3
2,2017,4,2,1,5,79.2,3,2,1,2,1971,3,350,300,1,24700,0,4,341.58464,2,3
2,2017,4,2,2,3,82.5,3,1,1,2,1985,2,600,400,3,30000,0,4,598.1536078,3,2
2,2017,4,2,2,7,155.1,3,1,1,2,1979,3,410,200,3,11500,0,4,380.0910112,3,2
2,2017,4,3,2,2,132,3,2,1,2,1985,3,600,500,2,5000,0,4,853.906848,2,3
2,2017,4,3,2,8,65,2,2,2,2,1962,1,200,150,2,3000,0,4,635.9970695,1,2
2,2017,4,3,2,2,51.5,2,1,1,1,1974,1,200,200,1,2000,0,3,589.7434607,8,6
2,2017,4,3,2,2,29,2,1,1,1,1991,1,300,150,2,2500,0,3,859.3051673,8,6
2,2017,4,7,2,8,42.9,2,2,1,2,1995,1,160,70,2,2500,0,3,1392.943605,2,3
2,2017,5,1,2,6,59.4,3,2,2,1,1943,1,40,40,1,10000,0,1,86.41758361,6,7
2,2017,5,1,2,6,59.4,2,2,2,1,1986,3,280,200,2,10200,1000,4,276.3313689,5,7
2,2017,7,1,2,6,36.3,3,2,1,2,1995,1,250,160,3,219000,0,3,3622.654946,7,8
2,2017,8,2,2,2,26.4,3,1,1,1,1978,1,200,150,3,3000,0,4,193.194061,2,3
2,2017,8,3,2,2,36.3,3,2,1,1,1981,1,300,100,2,1700,0,4,229.1337312,3,2
2,2017,8,3,2,2,26.4,3,1,1,1,1982,1,250,180,2,3000,0,4,434.026922,2,3
2,2017,8,3,2,9,36.3,3,2,1,1,1988,1,350,150,2,4500,0,5,434.026922,7,1
2,2018,2,2,2,8,42.9,3,1,1,1,1960,1,180,70,2,7000,0,3,312.3521337,3,2
2,2019,2,3,2,3,16.5,3,1,1,2,1997,1,190,60,2,800,0,3,1584.832314,2,1
2,2019,3,3,2,3,19.8,3,2,1,1,1962,1,210,120,1,600,0,2,800.9112138,2,3
2,2019,4,2,2,5,85.8,3,2,1,2,1965,3,300,240,2,17000,3800,3,341.58464,3,2
2,2019,8,2,2,1,19.8,4,2,2,1,1995,1,250,100,2,8300,7000,4,309.204609,2,3
2,2019,8,3,2,2,23.1,3,2,1,2,1995,1,100,50,2,500,0,3,476.7432655,2,6
2,2019,8,3,2,9,42.9,3,2,1,2,1989,1,350,100,2,6000,0,4,434.026922,1,2
2,2019,8,3,2,9,49.5,3,3,1,1,1960,1,250,100,2,2000,0,3,160.9688438,2,1
2,2018,2,2,2,2,29.7,3,3,1,1,1991,1,320,170,2,8600,0,4,842.2079203,2,3
2,2018,2,2,2,3,23.1,3,1,1,1,1989,1,150,120,3,4000,0,4,842.2079203,3,2
2,2018,2,3,2,9,42.9,3,2,1,1,1973,1,180,80,2,1000,0,3,891.196844,3,2
2,2018,2,3,2,2,19.8,3,2,1,1,1996,1,100,50,1,1500,0,3,1426.349083,8,7
2,2018,2,3,2,3,23.1,3,1,2,1,1997,1,120,120,2,350,0,3,1426.349083,1,2
2,2018,2,3,2,7,16.5,3,3,1,1,1971,2,117,70,2,600,0,3,795.9110424,2,6
2,2018,2,3,2,8,49.5,2,2,1,1,1959,1,200,80,2,1500,0,3,481.5962372,2,3
2,2018,2,3,2,7,82.5,2,3,1,1,1988,2,300,100,2,3600,0,4,1161.396718,3,2
2,2018,2,3,2,7,33,3,2,2,1,1953,1,80,80,2,1000,0,3,481.5962372,6,8
2,2018,2,3,2,8,33,3,2,1,1,1940,1,50,30,1,1550,0,1,305.716586,2,6
2,2018,2,7,2,8,42.9,3,2,1,1,1980,2,120,100,2,2000,0,4,980.2419209,2,6
2,2018,4,1,2,8,56.1,3,2,1,2,1989,1,300,200,2,53000,0,4,1362.846629,2,3
2,2018,4,2,1,8,82.5,3,2,1,2,1942,2,85,80,2,19700,600,1,140.8230669,3,7
2,2018,4,2,2,8,56.1,3,1,1,2,1982,1,9999999,180,3,12000,5000,4,668.7904476,3,6
2,2018,4,2,2,5,86.8,3,3,1,1,1957,1,197,150,3,26000,0,2,248.0362845,2,3
2,2018,4,2,2,7,56.1,3,2,2,1,1987,1,200,70,2,8500,0,4,668.7904476,2,5
2,2018,4,2,2,3,66,3,3,1,2,1985,2,300,120,3,10400,2000,4,540.3197589,3,2
2,2018,4,2,2,1,49.5,2,2,1,1,1974,1,250,200,2,15000,12000,3,458.9926932,3,8
2,2018,5,1,2,9,59.4,3,2,1,2,1991,1,300,150,2,14000,0,4,367.0633692,3,4
2,2018,5,2,2,5,99,3,1,1,1,1975,2,300,130,2,13000,3000,4,110.5662295,2,3
2,2018,6,2,2,3,66,3,3,1,1,1998,1,170,150,2,7300,6800,4,911.518517,2,3
2,2018,6,3,2,9,29.7,3,2,2,1,1989,1,280,120,3,3500,0,4,1279.487966,1,2
2,2018,6,3,2,1,19.8,3,1,1,1,1978,1,200,60,2,1400,0,4,878.1160521,2,3
2,2018,6,3,2,3,39.6,4,3,1,1,1991,1,200,130,3,5000,4000,4,1279.487966,5,7
2,2018,7,1,2,8,66,3,2,1,2,1981,3,400,300,3,100500,3000,4,1874.375546,8,7
2,2018,7,3,2,9,42.9,3,1,1,1,1951,1,124,200,2,3500,0,2,587.4918268,8,6
2,2018,8,2,2,9,42.9,4,2,1,2,1992,1,220,100,2,8400,0,4,343.5606767,2,3
2,2018,8,2,2,9,29.7,3,3,1,1,1995,1,250,100,2,7500,0,3,309.204609,2,6
2,2018,8,2,2,2,29.7,3,3,1,2,1992,1,200,100,3,7000,0,4,309.204609,2,3
2,2018,8,3,2,1,26.4,4,2,1,1,1973,1,300,130,1,1700,0,4,297.8738506,2,5
2,2018,8,3,2,2,39.6,3,1,1,1,1988,1,250,150,3,2500,0,4,434.026922,3,2
2,2018,8,3,2,9,29.7,3,2,1,1,1990,1,220,100,2,2000,0,4,434.026922,1,6
2,2018,8,3,2,3,19.8,3,2,1,1,1977,1,180,160,3,3700,0,4,297.8738506,6,7
2,2018,8,3,2,9,36.3,3,2,1,2,1995,1,220,150,2,2500,0,4,476.7432655,1,6
2,2018,8,3,2,9,36.3,3,3,1,2,1994,1,200,100,2,1200,0,4,476.7432655,2,1
2,2018,8,3,2,9,39.6,3,2,1,1,1996,1,70,20,2,500,0,3,476.7432655,1,7
2,2019,4,2,2,4,102.3,3,2,1,2,1987,3,400,200,3,29300,0,4,553.8241485,2,3
2,2019,4,2,2,1,89.1,3,3,1,2,1988,3,450,350,3,31500,15000,4,459.0187715,3,10
2,2019,8,2,2,9,29.7,3,2,1,1,1993,1,320,120,2,7500,0,4,309.204609,2,6
2,2019,8,3,2,1,19.8,4,2,2,1,1992,1,300,100,2,2800,0,4,476.7432655,2,3
2,2020,2,3,2,5,19.8,3,2,1,1,1995,1,80,30,2,6000,0,3,1426.349083,1,6
2,2020,2,3,2,8,42.9,2,2,1,1,1970,1,130,80,2,1270,0,2,800.9112138,2,3
